Customer,Customer_ANID,Is CSC,Created Date,Invoice #,Reference,Currency,Amount,Disputed Amount,Routing Status,Invoice Status Date,Status Comments,Invoice Status,Submitted By,Receiving Method,Origin,Source Document,Submission Method,Invoice Type,Payload ID,Copied,Signed
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:57:11 PM GMT-05:00","9423857736","5500000870","USD","7,876.08","",Acknowledged,"7 Nov 2025 3:57:29 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762549031522-4509351727192934455@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:51:43 PM GMT-05:00","9423906645","5500000863","USD","15,092.00","",Acknowledged,"7 Nov 2025 3:52:01 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762548703023-3024188078598943940@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:29:53 PM GMT-05:00","9423857706","5500000862","USD","731.29","",Acknowledged,"7 Nov 2025 3:30:31 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762547392893-511284762446789629@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:21:31 PM GMT-05:00","9423857705","5500000862","USD","1,699.20","",Acknowledged,"7 Nov 2025 3:21:52 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762546891008-3995481460511717768@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:19:33 PM GMT-05:00","9423857704","5500000862","USD","14,406.00","",Acknowledged,"7 Nov 2025 3:19:51 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762546773670-3098981415801698889@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:16:24 PM GMT-05:00","9423857702","5500000862","USD","16,651.28","",Acknowledged,"7 Nov 2025 3:16:40 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762546584429-7565090485872347899@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 2:55:41 PM GMT-05:00","9423857894","5500000845","USD","10,117.30","",Acknowledged,"7 Nov 2025 2:55:56 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762545341115-7772392615344625521@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 2:53:13 PM GMT-05:00","9423857707","5500000840","USD","2,505.00","",Acknowledged,"7 Nov 2025 2:53:24 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762545193678-352450237403303329@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 2:51:28 PM GMT-05:00","9423851421","5500000840","USD","187.28","",Acknowledged,"7 Nov 2025 2:51:44 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762545088460-3551636641294581666@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 2:48:13 PM GMT-05:00","9423845828","5500000840","USD","14,560.00","",Acknowledged,"7 Nov 2025 2:49:21 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762544893581-6997984688756338823@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 2:46:54 PM GMT-05:00","9423809749","5500000840","USD","11,661.76","",Acknowledged,"7 Nov 2025 2:47:11 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762544814347-4014806316814712967@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","27 Oct 2025 2:05:11 PM GMT-04:00","9423578177","5500000239","USD","10,926.68","",Acknowledged,"27 Oct 2025 2:05:24 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761588311432-7929283736033123125@10.209.37.62,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 1:50:11 PM GMT-04:00","9423796045","5500000607","USD","15,652.00","",Acknowledged,"23 Oct 2025 1:50:25 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761241811031-6555211000590792865@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 1:48:32 PM GMT-04:00","9423796034","5500000607","USD","16,961.35","",Acknowledged,"23 Oct 2025 1:48:47 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761241712871-7752309524952692514@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 1:45:43 PM GMT-04:00","9423796033","5500000607","USD","12,751.85","",Acknowledged,"23 Oct 2025 1:47:20 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761241543649-9008693688169069339@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 12:05:49 PM GMT-04:00","9423754221","5500000640","USD","10,117.30","",Acknowledged,"23 Oct 2025 12:06:16 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761235548991-5175137086862613690@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 11:28:34 AM GMT-04:00","9423890531","5500000652","USD","3,555.00","",Acknowledged,"23 Oct 2025 11:35:09 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761233314091-5700195868273727698@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 11:24:22 AM GMT-04:00","9423890530","5500000652","USD","263.00","",Acknowledged,"23 Oct 2025 11:24:43 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761233062416-5969664026446721705@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 11:23:01 AM GMT-04:00","9423890528","5500000652","USD","3,321.12","",Acknowledged,"23 Oct 2025 11:23:14 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761232981842-1381360749301161967@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 11:17:31 AM GMT-04:00","9423868096","5500000650","USD","7,546.00","",Acknowledged,"23 Oct 2025 11:17:44 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761232651566-2153045530975486386@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 11:14:13 AM GMT-04:00","9423759757","5500000645","USD","8,943.61","",Acknowledged,"23 Oct 2025 11:14:41 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761232453874-7958804767495397775@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:49:15 AM GMT-04:00","9423759758","5500000644","USD","3,632.00","",Acknowledged,"23 Oct 2025 10:49:39 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761230955354-2510519792787903850@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:34:21 AM GMT-04:00","9423796046","5500000639","USD","14,560.00","",Acknowledged,"23 Oct 2025 10:34:32 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761230061671-3817914958529310654@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:33:32 AM GMT-04:00","9423796036","5500000639","USD","9,990.44","",Acknowledged,"23 Oct 2025 10:33:54 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761230012473-4156985564267624525@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:32:53 AM GMT-04:00","9423796035","5500000639","USD","644.72","",Acknowledged,"23 Oct 2025 10:33:25 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761229973264-7782865317423550372@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:29:37 AM GMT-04:00","9423629227","5500000295","USD","17,229.36","",Acknowledged,"23 Oct 2025 10:30:26 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761229777118-2525631591024590931@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","23 Oct 2025 10:28:30 AM GMT-04:00","9423624287","5500000295","USD","263.00","",Acknowledged,"23 Oct 2025 10:28:52 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1761229710773-6967390759575982877@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:54:26 PM GMT-04:00","9423787292","5500000608","USD","15,486.45","",Acknowledged,"17 Oct 2025 2:55:21 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760727266527-323658854698481706@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:53:01 PM GMT-04:00","9423728992","5500000597","USD","1,210.18","",Acknowledged,"17 Oct 2025 2:53:11 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760727182094-3149804657760940807@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:51:48 PM GMT-04:00","9423770307","5500000595","USD","3,670.10","",Acknowledged,"17 Oct 2025 2:52:39 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760727108533-4028800286946956807@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:49:58 PM GMT-04:00","9423764854","5500000595","USD","3,670.10","",Acknowledged,"17 Oct 2025 2:50:28 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726999165-6848510340653071647@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:46:52 PM GMT-04:00","9423759775","5500000595","USD","2,922.50","",Acknowledged,"17 Oct 2025 2:47:04 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726813019-7365928713872188008@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:45:38 PM GMT-04:00","9423770017","5500000573","USD","14,560.00","",Acknowledged,"17 Oct 2025 2:45:50 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726739063-7346449069975136070@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:44:59 PM GMT-04:00","9423765245","5500000573","USD","14,259.08","",Acknowledged,"17 Oct 2025 2:45:09 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726699549-475022918040025058@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:42:29 PM GMT-04:00","9423712137","5500000570","USD","488.50","",Acknowledged,"17 Oct 2025 2:42:43 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726550169-3693179352723592120@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:41:20 PM GMT-04:00","9423728541","5500000571","USD","642.00","",Acknowledged,"17 Oct 2025 2:41:28 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726480743-6130419505344984600@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:40:12 PM GMT-04:00","9423728532","5500000571","USD","384.94","",Acknowledged,"17 Oct 2025 2:40:32 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760726413220-1813148520122039731@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:22:15 PM GMT-04:00","9423796048","5500000795","USD","237.60","",Acknowledged,"17 Oct 2025 2:22:29 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760725336346-1742731142010391083@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 2:20:38 PM GMT-04:00","9423759863","5500000668","USD","9,454.06","",Acknowledged,"17 Oct 2025 2:20:50 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760725239188-8959653721822631319@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","17 Oct 2025 1:49:52 PM GMT-04:00","9423449597","5500000088","USD","237.29","",Acknowledged,"17 Oct 2025 1:50:06 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760723393351-6173152208762810147@10.209.37.118,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:13:12 PM GMT-04:00","9423662865","5500000426","USD","2,973.76","",Acknowledged,"9 Oct 2025 4:13:24 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040792114-2402461417274157016@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:11:53 PM GMT-04:00","9423617350","5500000422","USD","2,673.00","",Acknowledged,"9 Oct 2025 4:12:49 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040713448-1053632478242137773@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:10:30 PM GMT-04:00","9423617394","5500000419","USD","4,488.00","",Acknowledged,"9 Oct 2025 4:10:43 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040630339-8366228483898980581@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:08:02 PM GMT-04:00","9423640258","5500000416","USD","1,002.00","",Acknowledged,"9 Oct 2025 4:08:17 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040481772-2054133716396906666@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:05:52 PM GMT-04:00","9423640247","5500000416","USD","914.00","",Acknowledged,"9 Oct 2025 4:06:04 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040352278-1210721601214667117@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 4:04:33 PM GMT-04:00","9423640225","5500000416","USD","11,663.90","",Acknowledged,"9 Oct 2025 4:04:46 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760040273440-3651440702666354269@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:58:51 PM GMT-04:00","9423634431","5500000403","USD","1,503.00","",Acknowledged,"9 Oct 2025 3:59:09 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760039931467-2533134208168276486@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:56:30 PM GMT-04:00","9423583240","5500000279","USD","1,140.00","",Acknowledged,"9 Oct 2025 3:56:39 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760039789936-102712104103249845@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:54:22 PM GMT-04:00","9423583239","5500000269","USD","3,718.40","",Acknowledged,"9 Oct 2025 3:54:32 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760039662441-5193466034955444347@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:19:30 PM GMT-04:00","9423634433","5500000387","USD","364.56","",Acknowledged,"9 Oct 2025 3:19:42 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760037569574-2682431242452099643@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:12:22 PM GMT-04:00","9423650989","5500000335","USD","2,568.00","",Acknowledged,"9 Oct 2025 3:12:41 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760037142295-8042809744309608926@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:11:20 PM GMT-04:00","9423646485","5500000335","USD","2,131.20","",Acknowledged,"9 Oct 2025 3:11:31 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760037079810-1740285437677584198@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:10:00 PM GMT-04:00","9423601368","5500000324","USD","9,529.33","",Acknowledged,"9 Oct 2025 3:11:24 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760036999582-937136748344732676@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 3:05:55 PM GMT-04:00","9423609839","5500000324","USD","216.80","",Acknowledged,"9 Oct 2025 3:06:09 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760036754567-4133755815576585610@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 2:51:58 PM GMT-04:00","9423640613","5500000304","USD","6,860.00","",Acknowledged,"9 Oct 2025 2:52:14 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760035917862-3705168279228294538@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 2:23:13 PM GMT-04:00","9423668897","5500000300","USD","14,560.00","",Acknowledged,"9 Oct 2025 2:23:25 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760034193417-5167622114822674884@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 2:22:29 PM GMT-04:00","9423662763","5500000300","USD","3,307.94","",Acknowledged,"9 Oct 2025 2:22:46 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760034149148-8139854858700599336@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 2:16:45 PM GMT-04:00","9423476567","5500000056","USD","14,560.00","",Acknowledged,"9 Oct 2025 2:16:58 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760033804758-7881501464084546958@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","9 Oct 2025 2:15:45 PM GMT-04:00","9423445381","5500000056","USD","6,515.54","",Acknowledged,"9 Oct 2025 2:16:00 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1760033744950-5438070122496468409@10.209.37.99,No,No
"Verano Holdings, LLC","AN11208838933","No","28 Aug 2025 2:58:48 PM GMT-04:00","9423702493","5500000627","USD","809.80","",Acknowledged,"28 Aug 2025 2:59:08 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1756407529319-6177443748990819856@10.209.37.102,No,No
"Verano Holdings, LLC","AN11208838933","No","25 Aug 2025 7:39:33 AM GMT-04:00","9423662716 & 9423668902","5500000219","USD","20,473.65","",Acknowledged,"25 Aug 2025 7:39:55 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1756121973744-5502277593652046204@10.209.37.71,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 11:18:22 AM GMT-04:00","Invoice 9423583697","5500000253","USD","446.98","",Acknowledged,"13 Aug 2025 11:18:35 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755098302869-6794076702766265922@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 11:13:23 AM GMT-04:00","9423583658","5500000336","USD","6,987.50","",Acknowledged,"13 Aug 2025 11:13:45 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755098003992-8584630849762440821@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 11:09:57 AM GMT-04:00","Invoice 9423583662","5500000328","USD","81.81","",Acknowledged,"13 Aug 2025 11:10:13 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755097797777-6215507797812545819@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 11:02:36 AM GMT-04:00","9423572531","5500000304","USD","1,626.40","",Acknowledged,"13 Aug 2025 11:04:37 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755097356502-6479610289191506287@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:56:09 AM GMT-04:00","Invoice 9423589501","5500000301","USD","10,117.30","",Acknowledged,"13 Aug 2025 9:56:21 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755093370018-6473017763434125606@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:50:51 AM GMT-04:00","9423520878","5500000168","USD","7,852.27","",Acknowledged,"13 Aug 2025 9:51:13 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755093051812-4578898748423208795@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:42:36 AM GMT-04:00","Invoice 9423476446","5500000098","USD","10,936.80","",Acknowledged,"13 Aug 2025 9:42:50 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755092556094-6204571772499657754@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:37:09 AM GMT-04:00","9423611775","5500000290","USD","16,434.60","",Acknowledged,"13 Aug 2025 9:37:28 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755092229074-6541120899925750594@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:31:33 AM GMT-04:00","Invoice 9423583775","5500000275","USD","1,831.95","",Acknowledged,"13 Aug 2025 9:32:18 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755091893632-1361536956353558498@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:29:26 AM GMT-04:00","9423586769","5500000278","USD","919.23","",Acknowledged,"13 Aug 2025 9:29:45 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755091766092-5508688175461490797@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:25:03 AM GMT-04:00","9423583252","5500000278","USD","3,124.37","",Acknowledged,"13 Aug 2025 9:25:24 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755091503948-6308133082903481001@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 9:11:41 AM GMT-04:00","9423514721","5500000139","USD","3,826.74","",Acknowledged,"13 Aug 2025 9:12:16 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755090701482-6366618219548915252@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 8:57:19 AM GMT-04:00","Invoice 9423596855","5500000240","USD","10,964.62","",Acknowledged,"13 Aug 2025 8:57:37 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755089839375-6888424409667777519@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","13 Aug 2025 8:56:13 AM GMT-04:00","9423583242","5500000240","USD","1,448.43","",Acknowledged,"13 Aug 2025 8:56:47 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1755089773826-863571772542182930@10.209.37.116,No,No
"Verano Holdings, LLC","AN11208838933","No","30 Jul 2025 10:48:30 AM GMT-04:00","9423566765","5500000194","USD","2,117.09","",Acknowledged,"30 Jul 2025 10:48:46 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1753886909796-1217212162008044341@10.209.37.62,No,No
"Verano Holdings, LLC","AN11208838933","No","30 Jul 2025 10:35:21 AM GMT-04:00","9423474253","5500000136","USD","262.01","",Acknowledged,"30 Jul 2025 10:35:49 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1753886120836-92012196603449331@10.209.37.62,No,No
"Verano Holdings, LLC","AN11208838933","No","30 Jul 2025 9:15:56 AM GMT-04:00","9423476498","5500000011","USD","14,560.00","",Acknowledged,"30 Jul 2025 9:16:29 AM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1753881356447-4325223774838576559@10.209.37.62,No,No
"Verano Holdings, LLC","AN11208838933","No","29 Jul 2025 3:03:57 PM GMT-04:00","9423520876","5500000157","USD","6,085.60","",Acknowledged,"29 Jul 2025 3:04:36 PM GMT-04:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1753815837705-8472387594533286413@10.209.37.107,No,No

Report generated on 18 Nov 2025 11:09:12 AM GMT-05:00
